Sample	AS	ASprime	LOH_n_seg	LOH_frac_altered
TCGA-A8-A09M-01	2	13	34	0.19372768483130995
TCGA-A8-A09N-01	14	11	84	0.31243055976621154
TCGA-A8-A09Q-01	24	46	176	0.31207317540129403
TCGA-A8-A09R-01	20	32	11	0.2497551171814523
TCGA-A8-A09T-01	13	11	15	0.050819348
TCGA-A8-A09V-01	3	3	13	0.026425724244401986
TCGA-A8-A09W-01	7	17	28	0.2395084466490525
TCGA-A8-A09X-01	21	20	27	0.079162737
TCGA-A8-A09Z-01	4	4	8	0.07486273
TCGA-A8-A0A1-01	3	4	12	0.1027144293084492
TCGA-A8-A0A2-01	17	19	11	0.038354512
TCGA-A8-A0A4-01	7	9	39	0.2111048803149272
TCGA-A8-A0A6-01	17	15	17	0.1776169044849189
TCGA-A8-A0A7-01	15	15	23	0.35396057137136266
TCGA-A8-A0A9-01	33	51	11	0.05544116
TCGA-A8-A0AB-01	17	14	24	0.10206763885588982
TCGA-A8-A0AD-01	8	5	103	0.1603908221613315
TCGA-AC-A23C-01	4	10	44	0.14072339865170153
TCGA-AC-A23E-01	19	17	5	0.033919626792534005
TCGA-AC-A23G-01	18	19	9	0.068776023
TCGA-AC-A23H-01	16	29	40	0.11528152230075504
TCGA-AC-A2B8-01	3	9	14	0.12138587452759167
TCGA-AC-A2BK-01	14	37	98	0.4801647227972227
TCGA-AC-A2BM-01	18	19	134	0.3113608505736725
TCGA-AC-A2FB-01	4	4	14	0.065410692
TCGA-AC-A2FE-01	5	5	23	0.076583956
TCGA-AC-A2FF-01	0	0	0	0
TCGA-AC-A2FG-01	3	3	6	0.035052920184037134
TCGA-AC-A2FK-01	0	0	0	0
TCGA-AC-A2FM-01	11	11	31	0.1573799418702387
TCGA-AC-A2FO-01	2	3	19	0.077296389
TCGA-AC-A2QH-01	18	59	71	0.262316458
TCGA-AC-A2QI-01	5	5	5	0.049719466
TCGA-AC-A2QJ-01	23	27	14	0.073392766
TCGA-AC-A3BB-01	13	13	6	0.059409062450134976
TCGA-AC-A3EH-01	13	15	32	0.1512975539441664
TCGA-AC-A3HN-01	5	5	9	0.055539425594936284
TCGA-AC-A3OD-01	6	10	49	0.16329419704464385
TCGA-AC-A3QP-01	2	5	23	0.038991348
TCGA-AC-A3QQ-01	6	7	5	0.055812333
TCGA-AC-A3TM-01	5	5	17	0.075784939
TCGA-AC-A3TN-01	4	4	3	0.039023708
TCGA-AC-A3W5-01	23	24	51	0.2345271558002757
TCGA-AC-A3W6-01	6	4	8	0.11089909588773234
TCGA-AC-A3W7-01	8	6	7	0.1168013340613719
TCGA-AC-A3YI-01	0	0	9	0.000552466
TCGA-AC-A3YJ-01	1	1	12	0.001748533
TCGA-AC-A4ZE-01	7	9	46	0.10869724364153692
TCGA-AC-A5EH-01	25	19	107	0.19366961463731872
TCGA-AC-A5EI-01	8	22	187	0.6916153270090701
TCGA-AC-A5XS-01	9	9	36	0.1713809476522146
TCGA-AC-A5XU-01	4	9	141	0.13356574498884774
TCGA-AC-A62V-01	18	30	92	0.13598853416360565
TCGA-AC-A62X-01	29	74	81	0.2638891324546362
TCGA-AC-A62Y-01	22	23	12	0.057031423
TCGA-AC-A6IV-01	6	6	21	0.068375414
TCGA-AC-A6IW-01	13	26	331	0.7994056290840029
TCGA-AC-A6IX-01	5	9	62	0.14867788383549693
TCGA-AC-A6IX-06	4	8	60	0.12910082469405434
TCGA-AC-A6NO-01	8	6	9	0.033188574108651184
TCGA-AC-A7VB-01	8	8	144	0.18334042255135452
TCGA-AC-A7VC-01	1	6	28	0.10056135374354876
TCGA-AC-A8OP-01	20	27	74	0.082949863
TCGA-AC-A8OQ-01	23	68	284	0.4873956642212395
TCGA-AC-A8OR-01	1	1	15	0.033834615
TCGA-AC-A8OS-01	8	7	27	0.14593771103154715
TCGA-AN-A03X-01	14	10	20	0.20659459581984888
TCGA-AN-A03Y-01	24	20	11	0.1990906612656484
TCGA-AN-A041-01	14	18	27	0.10906269484655426
TCGA-AN-A046-01	7	5	4	0.023199207270890386
TCGA-AN-A049-01	10	16	57	0.21786772630395326
TCGA-AN-A04A-01	14	28	40	0.27577020969528365
TCGA-AN-A04C-01	19	28	70	0.17710252518055328
TCGA-AN-A04D-01	4	11	40	0.20050753611943287
TCGA-AN-A0AJ-01	16	40	75	0.20585460238641576
TCGA-AN-A0AK-01	12	17	6	0.047199514632887365
TCGA-AN-A0AL-01	6	17	75	0.3392461726590701
TCGA-AN-A0AM-01	21	29	52	0.16046806195510901
TCGA-AN-A0AR-01	10	21	161	0.4655163792365542
TCGA-AN-A0AS-01	24	25	39	0.14511631876202608
TCGA-AN-A0AT-01	8	18	127	0.4730908143426667
TCGA-AN-A0FD-01	6	8	52	0.17697394602273048
TCGA-AN-A0FF-01	4	6	12	0.063260418
TCGA-AN-A0FJ-01	12	16	156	0.4090769971496334
TCGA-AN-A0FK-01	23	25	12	0.072021188
TCGA-AN-A0FL-01	7	15	75	0.2941495199870055
TCGA-AN-A0FN-01	3	2	2	0.072327269
TCGA-AN-A0FS-01	3	6	21	0.070989847
TCGA-AN-A0FT-01	19	44	62	0.1875503032740473
TCGA-AN-A0FV-01	19	35	65	0.2667483232961418
TCGA-AN-A0FW-01	20	25	37	0.1279626201523432
TCGA-AN-A0FX-01	14	29	78	0.4832334560271373
TCGA-AN-A0FY-01	19	31	50	0.2518442426923211
TCGA-AN-A0FZ-01	16	17	73	0.231788001
TCGA-AN-A0XL-01	13	16	13	0.16213607057504645
TCGA-AN-A0XN-01	12	39	58	0.194183146
TCGA-AN-A0XO-01	4	7	19	0.089312242
TCGA-AN-A0XP-01	14	11	5	0.05158026
TCGA-AN-A0XR-01	6	7	12	0.076463051
TCGA-AN-A0XS-01	19	16	5	0.055824307985236785
TCGA-AN-A0XT-01	9	9	60	0.3337532559222618
TCGA-AN-A0XU-01	10	67	99	0.4310880026588354
TCGA-AN-A0XV-01	2	7	29	0.12298359356420435
TCGA-AN-A0XW-01	6	10	49	0.2058992320058542
TCGA-AO-A03L-01	23	22	57	0.2581666618987083
TCGA-AO-A03M-01	14	14	21	0.12432074564365367
TCGA-AO-A03N-01	23	24	33	0.12377964422517312
TCGA-AO-A03O-01	24	37	86	0.2457057028032213
TCGA-AO-A03P-01	11	21	39	0.09924935
TCGA-AO-A03R-01	8	10	16	0.15134212782009993
TCGA-AO-A03T-01	6	11	18	0.19939121276386806
TCGA-AO-A03U-01	1	1	2	0.001005734
TCGA-AO-A03V-01	7	11	107	0.17162383967952746
TCGA-AO-A0J2-01	9	29	101	0.3805130166577145
TCGA-AO-A0J3-01	12	34	49	0.17547892541697088
TCGA-AO-A0J4-01	19	25	42	0.280029915
TCGA-AO-A0J5-01	3	7	20	0.14015506385345228
TCGA-AO-A0J6-01	5	16	100	0.469147616
TCGA-AO-A0J7-01	15	12	12	0.4286787062317135
TCGA-AO-A0J8-01	6	5	4	0.090388291
TCGA-AO-A0J9-01	17	26	10	0.17943497403250014
TCGA-AO-A0JA-01	10	10	39	0.2664519820243169
TCGA-AO-A0JB-01	7	21	82	0.3849702959171728
TCGA-AO-A0JD-01	7	11	106	0.3670025987164835
TCGA-AO-A0JE-01	12	17	41	0.2345301384831619
TCGA-AO-A0JF-01	2	2	19	0.015656647567060908
TCGA-AO-A0JG-01	6	8	43	0.18338588346015666
TCGA-AO-A0JI-01	7	8	18	0.18711066752254288
TCGA-AO-A0JJ-01	4	5	8	0.1202518117553512
TCGA-AO-A0JL-01	25	54	37	0.26199232916902004
TCGA-AO-A0JM-01	15	21	54	0.17807430956174122
TCGA-AO-A124-01	15	36	187	0.6329033223615921
TCGA-AO-A125-01	5	4	2	0.015826502896615215
TCGA-AO-A126-01	4	5	37	0.1255928522399942
TCGA-AO-A128-01	25	33	25	0.6028875729882106
TCGA-AO-A129-01	9	13	70	0.3901820762572595
TCGA-AO-A12A-01	25	22	3	0.059217373
TCGA-AO-A12B-01	19	13	3	0.025363201229192243
TCGA-AO-A12D-01	16	28	25	0.12233413595105352
TCGA-AO-A12E-01	18	12	16	0.13386474773345114
TCGA-AO-A12F-01	21	59	96	0.3938510443447296
TCGA-AO-A12G-01	6	12	25	0.15226257596584172
TCGA-AO-A12H-01	0	0	0	0
TCGA-AO-A1KP-01	7	5	11	0.093193661
TCGA-AO-A1KR-01	13	28	44	0.2321402553540957
TCGA-AO-A1KS-01	24	20	20	0.085243929
TCGA-AO-A1KT-01	11	13	20	0.2165853346247429
TCGA-AQ-A04H-01	15	29	56	0.12406095655570605
TCGA-AQ-A04J-01	5	17	51	0.3716847554051491
TCGA-AQ-A04L-01	19	73	70	0.2112550404615545
TCGA-AQ-A0Y5-01	20	23	53	0.2917678349756884
TCGA-AQ-A1H2-01	10	8	35	0.2189371735926748
TCGA-AQ-A1H3-01	9	6	3	0.032935335
TCGA-AQ-A54N-01	23	25	314	0.40836383352882616
TCGA-AQ-A54O-01	20	37	75	0.1716887883384145
TCGA-AQ-A7U7-01	10	10	76	0.2302407640604528
TCGA-AR-A0TP-01	5	21	67	0.402790116
TCGA-AR-A0TQ-01	11	8	12	0.011649581666307076
TCGA-AR-A0TR-01	19	20	16	0.10114193436721083
TCGA-AR-A0TS-01	14	23	39	0.5702153795292039
TCGA-AR-A0TT-01	12	23	87	0.2986423729261082
TCGA-AR-A0TV-01	15	23	73	0.2662668996629389
TCGA-AR-A0TW-01	16	28	77	0.2042835528099685
TCGA-AR-A0TX-01	7	14	40	0.16060451021397024
TCGA-AR-A0TY-01	8	9	98	0.3037707581379667
TCGA-AR-A0TZ-01	9	11	43	0.2584778922888335
TCGA-AR-A0U0-01	20	37	25	0.2888810826475292
TCGA-AR-A0U1-01	6	21	71	0.5076288172270631
TCGA-AR-A0U2-01	22	40	40	0.2906132105313468
TCGA-AR-A0U3-01	14	13	86	0.3517211790293191
TCGA-AR-A0U4-01	11	25	103	0.5105375
TCGA-AR-A1AH-01	12	12	53	0.4575073636920625
TCGA-AR-A1AI-01	22	40	64	0.4989164032102007
TCGA-AR-A1AJ-01	33	26	18	0.2785947037280539
TCGA-AR-A1AK-01	14	15	13	0.1089791057402111
TCGA-AR-A1AL-01	3	4	5	0.038325578
TCGA-AR-A1AM-01	3	7	8	0.092152689
TCGA-AR-A1AN-01	9	14	63	0.2617148791808121
TCGA-AR-A1AO-01	0	0	19	5.000461587640317e-05
TCGA-AR-A1AP-01	12	16	46	0.2907089783428882
TCGA-AR-A1AQ-01	18	28	55	0.7409416560059658
TCGA-AR-A1AR-01	17	16	79	0.36537590687702587
TCGA-AR-A1AS-01	6	10	9	0.069079574
TCGA-AR-A1AU-01	6	11	91	0.20589870421610626
TCGA-AR-A1AV-01	23	21	4	0.095473
TCGA-AR-A1AW-01	12	17	22	0.2495843330099481
TCGA-AR-A1AX-01	7	7	5	0.063972739
TCGA-AR-A1AY-01	13	18	43	0.4248752383968867
TCGA-AR-A24H-01	15	24	57	0.2632164194163909
TCGA-AR-A24K-01	18	22	47	0.2541752208854721
TCGA-AR-A24L-01	8	12	31	0.238474984
TCGA-AR-A24M-01	4	6	9	0.029648195
TCGA-AR-A24N-01	3	9	2	0.043287802
TCGA-AR-A24O-01	5	4	7	0.10318906049842028
TCGA-AR-A24P-01	8	6	5	0.097911377
TCGA-AR-A24Q-01	16	32	84	0.4027382141346886
TCGA-AR-A24R-01	17	18	27	0.1321843169996728
TCGA-AR-A24S-01	16	26	34	0.1383628274438837
TCGA-AR-A24U-01	8	9	28	0.1549167365995421
TCGA-AR-A24V-01	23	22	19	0.096842025
TCGA-AR-A24W-01	28	28	13	0.4899285623610493
TCGA-AR-A24X-01	4	4	4	0.027818021176681976
TCGA-AR-A24Z-01	18	23	96	0.1928398644605112
TCGA-AR-A250-01	19	30	27	0.13022669642347326
TCGA-AR-A251-01	13	33	153	0.5322569748880911
TCGA-AR-A252-01	16	22	6	0.054971752
TCGA-AR-A254-01	11	26	40	0.13022072381563884
TCGA-AR-A255-01	25	31	31	0.3075278841274582
TCGA-AR-A256-01	17	29	179	0.4514179516920682
TCGA-AR-A2LE-01	4	4	7	0.041254016
TCGA-AR-A2LH-01	3	2	19	0.031066166486862307
TCGA-AR-A2LJ-01	3	4	12	0.047104333
TCGA-AR-A2LK-01	26	37	11	0.305306697
TCGA-AR-A2LM-01	4	4	17	0.047206277539121405
TCGA-AR-A2LN-01	2	2	16	0.042237584847029684
TCGA-AR-A2LO-01	11	13	16	0.2296673615128928
TCGA-AR-A2LQ-01	1	1	0	0
TCGA-AR-A5QM-01	19	27	141	0.5701593485009633
TCGA-AR-A5QN-01	6	6	54	0.13651751370260984
TCGA-AR-A5QP-01	8	9	15	0.066884575
TCGA-AR-A5QQ-01	7	6	32	0.14659951933359006
TCGA-B6-A0I1-01	9	17	62	0.2847565338136365
TCGA-B6-A0I2-01	23	23	37	0.5324704208060799
TCGA-B6-A0I5-01	11	9	2	0.015882632651607498
TCGA-B6-A0I9-01	12	31	110	0.2549962727949341
TCGA-B6-A0IA-01	6	8	15	0.088424597
TCGA-B6-A0IB-01	21	25	7	0.12544311620833648
TCGA-B6-A0IC-01	4	2	7	0.044533008
TCGA-B6-A0IE-01	12	15	47	0.1765230130601443
TCGA-B6-A0IG-01	11	11	60	0.30407535
TCGA-B6-A0IH-01	27	58	11	0.1040703385140735
TCGA-B6-A0IJ-01	14	36	101	0.4484377178682273
TCGA-B6-A0IK-01	13	12	33	0.3902612368348842
TCGA-B6-A0IM-01	9	7	10	0.084617306
TCGA-B6-A0IN-01	7	10	58	0.087981246
TCGA-B6-A0IO-01	21	18	69	0.1907214510246442
TCGA-B6-A0IP-01	2	3	2	0.032679049493980115
TCGA-B6-A0IQ-01	14	28	82	0.3192251411960909
TCGA-B6-A0RE-01	20	32	48	0.3889136919170539
TCGA-B6-A0RG-01	7	11	24	0.11969088626466755
TCGA-B6-A0RH-01	10	8	47	0.17819970473090313
TCGA-B6-A0RI-01	3	4	11	0.037584156
TCGA-B6-A0RL-01	9	9	32	0.20082255313069491
TCGA-B6-A0RM-01	4	5	4	0.030540133360088317
TCGA-B6-A0RN-01	4	4	3	0.030491874
TCGA-B6-A0RO-01	19	22	15	0.12354894056229655
TCGA-B6-A0RP-01	20	15	3	0.051128695898506805
TCGA-B6-A0RS-01	13	24	82	0.3360145400752257
TCGA-B6-A0RT-01	2	3	6	0.055860015
TCGA-B6-A0RU-01	13	14	37	0.5470727896615251
TCGA-B6-A0RV-01	7	6	24	0.11610430988517062
TCGA-B6-A0WS-01	9	10	16	0.2265304051270515
TCGA-B6-A0WT-01	3	8	18	0.090811623
TCGA-B6-A0WV-01	24	20	23	0.2032734948432998
TCGA-B6-A0WW-01	9	11	28	0.2381813274076401
TCGA-B6-A0WX-01	16	22	47	0.39873239852516656
TCGA-B6-A0WY-01	25	25	36	0.3172713977148099
TCGA-B6-A0WZ-01	11	8	4	0.023207252429538645
TCGA-B6-A0X0-01	5	4	4	0.023650039573619826
TCGA-B6-A0X1-01	13	24	219	0.7065774524473072
TCGA-B6-A0X4-01	0	1	0	0
TCGA-B6-A0X5-01	3	2	6	0.052132365
TCGA-B6-A0X7-01	5	7	10	0.087690627
TCGA-B6-A1KC-01	27	57	18	0.3050500786035504
TCGA-B6-A1KF-01	22	35	16	0.1788505994753801
TCGA-B6-A1KI-01	29	46	3	0.025396604042375964
TCGA-B6-A1KN-01	17	23	48	0.2139085863402924
TCGA-B6-A2IU-01	9	10	9	0.12227377497834625
TCGA-B6-A3ZX-01	19	40	79	0.4163826840879288
TCGA-B6-A400-01	6	37	219	0.6360367944348387
TCGA-B6-A401-01	24	52	95	0.5729519906141947
TCGA-B6-A402-01	17	41	161	0.2867732836889817
TCGA-B6-A408-01	21	23	77	0.15171138207901375
TCGA-B6-A409-01	30	34	130	0.4542055774049111
TCGA-B6-A40B-01	7	5	31	0.10133818247733813
TCGA-B6-A40C-01	8	7	34	0.10885546536933413
TCGA-BH-A0AU-01	25	17	43	0.33143449422936444
TCGA-BH-A0AV-01	12	19	59	0.5151455690027583
TCGA-BH-A0AW-01	16	28	46	0.13272882195292202
TCGA-BH-A0AY-01	25	21	24	0.13751580759099227
TCGA-BH-A0AZ-01	3	14	29	0.229887949
TCGA-BH-A0B0-01	9	6	8	0.21159912009939816
TCGA-BH-A0B2-01	8	10	26	0.15289137786117704
TCGA-BH-A0B3-01	8	20	97	0.7147557488679734
TCGA-BH-A0B4-01	4	21	36	0.22433614467969212
TCGA-BH-A0B5-01	21	17	8	0.072745603
TCGA-BH-A0B7-01	10	14	50	0.2495281102267243
TCGA-BH-A0B9-01	8	17	103	0.3198489571620573
TCGA-BH-A0BA-01	34	15	39	0.4970910479928287
TCGA-BH-A0BC-01	3	6	22	0.13531813890596622
TCGA-BH-A0BD-01	5	8	10	0.077604143
TCGA-BH-A0BF-01	12	12	42	0.29051736880121376
TCGA-BH-A0BG-01	19	29	37	0.4038375170079314
TCGA-BH-A0BJ-01	16	26	7	0.11602431280146615
TCGA-BH-A0BL-01	17	19	10	0.023066795
TCGA-BH-A0BM-01	4	4	5	0.063336592
TCGA-BH-A0BO-01	3	2	4	0.051195972
TCGA-BH-A0BP-01	15	34	134	0.4222803759867755
TCGA-BH-A0BQ-01	5	5	5	0.06049352
TCGA-BH-A0BR-01	12	11	64	0.3775506144663904
TCGA-BH-A0BS-01	2	2	19	0.015826568287963368
TCGA-BH-A0BT-01	21	19	24	0.2290100765664838
TCGA-BH-A0BV-01	14	14	14	0.061509093
TCGA-BH-A0BW-01	10	18	52	0.4339001491796163
TCGA-BH-A0BZ-01	20	25	9	0.19081391546919813
TCGA-BH-A0C0-01	16	30	61	0.3907899246913951
TCGA-BH-A0C1-01	19	19	17	0.1096789789743834
TCGA-BH-A0C3-01	11	11	10	0.2449566931447245
TCGA-BH-A0C7-01	19	19	40	0.20451194211305032
TCGA-BH-A0DD-01	15	25	9	0.033756693684035416
TCGA-BH-A0DE-01	7	6	15	0.1647185537122536
TCGA-BH-A0DG-01	2	5	37	0.079885105
TCGA-BH-A0DH-01	9	7	17	0.18807813213301994
TCGA-BH-A0DI-01	8	10	36	0.1973610422230012
TCGA-BH-A0DK-01	7	7	30	0.16570732055017975
TCGA-BH-A0DL-01	10	13	27	0.26551656270067303
TCGA-BH-A0DO-01	9	6	2	0.015847433
TCGA-BH-A0DP-01	19	26	3	0.02638878
TCGA-BH-A0DQ-01	7	11	18	0.14110827329990305
TCGA-BH-A0DS-01	26	16	3	0.045998021287346896
TCGA-BH-A0DT-01	11	9	3	0.085218182
TCGA-BH-A0DV-01	4	2	2	0.015694825315154946
TCGA-BH-A0DX-01	4	9	20	0.15568159578127233
TCGA-BH-A0DZ-01	4	8	31	0.1610604802401848
TCGA-BH-A0E0-01	22	27	28	0.486325698
TCGA-BH-A0E1-01	3	4	2	0.026593262
TCGA-BH-A0E2-01	6	8	50	0.1965319122216625
TCGA-BH-A0E6-01	20	39	28	0.3248389891013268
TCGA-BH-A0E7-01	4	4	3	0.029320278973727267
TCGA-BH-A0E9-01	24	17	6	0.11599477103319553
TCGA-BH-A0EA-01	3	3	2	0.015903544743594813
TCGA-BH-A0EB-01	19	11	4	0.057139521
TCGA-BH-A0EE-01	22	59	34	0.12281529510356633
TCGA-BH-A0EI-01	6	6	12	0.078174854
TCGA-BH-A0GY-01	29	27	17	0.12098792683724288
TCGA-BH-A0GZ-01	6	6	40	0.19446603035994012
TCGA-BH-A0H0-01	10	12	25	0.2076563697201311
TCGA-BH-A0H3-01	3	3	2	0.015837024534512918
TCGA-BH-A0H5-01	0	0	19	8.101111337263098e-06
TCGA-BH-A0H6-01	3	9	3	0.030185687949541868
TCGA-BH-A0H7-01	21	34	147	0.276500645
TCGA-BH-A0H9-01	12	10	43	0.2343974884487692
TCGA-BH-A0HA-01	4	4	12	0.087671545
TCGA-BH-A0HB-01	8	10	85	0.18649354687495054
TCGA-BH-A0HI-01	2	2	10	0.041023804
TCGA-BH-A0HK-01	5	7	12	0.05631168
TCGA-BH-A0HO-01	2	2	2	0.015828386649565478
TCGA-BH-A0HP-01	6	7	15	0.10401562314117042
TCGA-BH-A0HQ-01	23	21	19	0.020943128
TCGA-BH-A0HU-01	9	11	27	0.2505570825586093
TCGA-BH-A0HW-01	10	9	23	0.10396907381819144
TCGA-BH-A0HX-01	18	25	45	0.3162700666099289
TCGA-BH-A0HY-01	18	32	65	0.2166129476981477
TCGA-BH-A0W3-01	17	13	12	0.09193946
TCGA-BH-A0W4-01	2	4	6	0.053083325931579765
TCGA-BH-A0W5-01	6	7	3	0.040674349
TCGA-BH-A0W7-01	12	9	24	0.10344431852479084
TCGA-BH-A0WA-01	13	32	48	0.4369923176966031
TCGA-BH-A18F-01	21	15	7	0.1414480536602825
TCGA-BH-A18G-01	1	6	5	0.018507137
TCGA-BH-A18H-01	20	26	23	0.16785304910705204
TCGA-BH-A18I-01	5	7	14	0.091946909
TCGA-BH-A18J-01	5	10	79	0.2041910445831324
TCGA-BH-A18K-01	18	23	17	0.21925015542389145
TCGA-BH-A18L-01	27	26	24	0.19439218506467784
TCGA-BH-A18M-01	4	7	5	0.082493052
TCGA-BH-A18N-01	23	19	14	0.027624865575928977
TCGA-BH-A18P-01	6	7	7	0.056583446
TCGA-BH-A18Q-01	18	27	46	0.4102800199589797
TCGA-BH-A18R-01	4	9	61	0.11497146297168835
TCGA-BH-A18S-01	4	5	16	0.074962829
TCGA-BH-A18T-01	22	31	151	0.4634757762322861
TCGA-BH-A18U-01	24	55	62	0.19482516445812045
TCGA-BH-A18V-01	16	24	155	0.5519830520977571
TCGA-BH-A18V-06	9	23	258	0.5471060074433532
TCGA-BH-A1EN-01	24	21	41	0.15977131798293698
TCGA-BH-A1EO-01	22	21	21	0.16445196188566208
TCGA-BH-A1ES-01	7	5	43	0.13814117144164215
TCGA-BH-A1ES-06	22	30	76	0.1556602233021727
TCGA-BH-A1ET-01	3	2	4	0.025449982641134832
TCGA-BH-A1EU-01	23	25	41	0.1880351046883519
TCGA-BH-A1EV-01	18	20	71	0.1653178557198232
TCGA-BH-A1EW-01	15	32	22	0.1720674845338923
TCGA-BH-A1EX-01	12	14	3	0.040646490846315976
TCGA-BH-A1EY-01	11	14	67	0.33246676
TCGA-BH-A1F0-01	7	39	26	0.4669631024932085
TCGA-BH-A1F2-01	18	26	33	0.26656982620917025
TCGA-BH-A1F6-01	21	24	60	0.29436917596391105
TCGA-BH-A1F8-01	16	17	51	0.4330544368407821
TCGA-BH-A1FC-01	25	37	37	0.19996405396189207
TCGA-BH-A1FD-01	9	12	109	0.3103197907354349
TCGA-BH-A1FE-01	6	10	24	0.078846228
TCGA-BH-A1FE-06	0	0	3	9.683821950182966e-05
TCGA-BH-A1FG-01	5	6	9	0.04184152
TCGA-BH-A1FJ-01	3	5	9	0.062885687
TCGA-BH-A1FL-01	4	4	14	0.047963435
TCGA-BH-A1FM-01	21	22	62	0.19740441542016354
TCGA-BH-A1FN-01	12	23	58	0.18764800483934327
TCGA-BH-A1FU-01	26	34	10	0.20868245521315976
TCGA-BH-A201-01	4	4	15	0.070614808
TCGA-BH-A202-01	21	20	16	0.20249086343163505
TCGA-BH-A203-01	15	37	59	0.24734308839787186
TCGA-BH-A204-01	7	9	33	0.17104194140779955
TCGA-BH-A208-01	19	25	30	0.2525186128663533
TCGA-BH-A209-01	19	22	42	0.2201738938972201
TCGA-BH-A28O-01	2	1	2	0.048217131
TCGA-BH-A28Q-01	7	7	8	0.093389002
TCGA-BH-A2L8-01	4	7	6	0.093602194
TCGA-BH-A42T-01	11	11	97	0.31769954568446857
TCGA-BH-A42V-01	2	3	36	0.052712254
TCGA-BH-A5IZ-01	11	17	102	0.4518613762422192
TCGA-BH-A5J0-01	21	27	126	0.18592258676657747
TCGA-BH-A6R8-01	14	23	39	0.1402862507913691
TCGA-BH-A6R9-01	0	0	7	0.00029179
TCGA-BH-A8FY-01	5	6	29	0.077888598
TCGA-BH-A8FZ-01	9	8	48	0.2102120276917956
TCGA-BH-A8G0-01	2	2	10	0.021058804
TCGA-BH-AB28-01	4	6	32	0.10623505702758686
TCGA-C8-A12K-01	6	15	69	0.4488876904098654
TCGA-C8-A12L-01	16	27	126	0.5339417387633331
TCGA-C8-A12M-01	17	25	62	0.11173367400971317
TCGA-C8-A12N-01	4	4	4	0.035887671
TCGA-C8-A12O-01	27	30	74	0.2404086223697981
TCGA-C8-A12P-01	17	39	102	0.2842331239643691
TCGA-C8-A12Q-01	13	17	96	0.2875246249031194
TCGA-C8-A12T-01	2	3	34	0.07603818
TCGA-C8-A12U-01	18	30	105	0.2874154218221367
TCGA-C8-A12W-01	27	66	38	0.28851096573291807
TCGA-C8-A12X-01	10	9	11	0.10255157343259286
TCGA-C8-A12Y-01	8	11	23	0.12879939974957744
TCGA-C8-A12Z-01	9	10	41	0.1823756360047465
TCGA-C8-A130-01	20	29	112	0.24714124039864666
TCGA-C8-A131-01	21	58	8	0.17114657017723706
TCGA-C8-A132-01	14	15	53	0.21100306708923613
TCGA-C8-A133-01	0	0	0	0
TCGA-C8-A134-01	8	20	65	0.4208856265069307
TCGA-C8-A135-01	20	27	46	0.3485431022079519
TCGA-C8-A137-01	5	8	63	0.17908962902457076
TCGA-C8-A138-01	19	28	47	0.2646722865344461
TCGA-C8-A1HE-01	4	4	19	0.095369223
TCGA-C8-A1HF-01	24	18	43	0.23055530428101545
TCGA-C8-A1HG-01	16	30	75	0.2521637232231241
TCGA-C8-A1HI-01	25	23	19	0.1410333587152509
TCGA-C8-A1HJ-01	8	19	109	0.5225017425117271
TCGA-C8-A1HK-01	25	22	29	0.15097161925555574
TCGA-C8-A1HL-01	12	11	23	0.10310067759546462
TCGA-C8-A1HM-01	23	59	52	0.3793922961846505
TCGA-C8-A1HN-01	20	33	69	0.12585397249681518
TCGA-C8-A1HO-01	5	6	22	0.14328598855196695
TCGA-C8-A26V-01	4	9	19	0.15597200107413736
TCGA-C8-A26W-01	7	8	41	0.2414342920091956
TCGA-C8-A26X-01	27	28	42	0.2888758521863473
TCGA-C8-A26Y-01	20	38	74	0.35742235538013944
TCGA-C8-A26Z-01	20	26	52	0.16974952172916333
TCGA-C8-A273-01	7	6	23	0.093606079
TCGA-C8-A274-01	16	29	6	0.103987155
TCGA-C8-A275-01	5	15	26	0.12240427666905015
TCGA-C8-A278-01	17	23	10	0.059709099
TCGA-C8-A27A-01	16	18	64	0.21344295625532825
TCGA-C8-A27B-01	14	36	75	0.5339817216844731
TCGA-C8-A3M7-01	8	6	22	0.082381202
TCGA-C8-A3M8-01	9	12	47	0.18136638452124484
TCGA-C8-A8HP-01	10	17	151	0.3671135217639992
TCGA-C8-A8HQ-01	5	7	100	0.17171419104953484
TCGA-C8-A8HR-01	10	11	71	0.3073210878484593
TCGA-C8-A9FZ-01	7	7	125	0.2513436498971669
TCGA-D8-A13Y-01	13	17	69	0.4165209436730989
TCGA-D8-A13Z-01	27	55	42	0.4018108195098683
TCGA-D8-A140-01	5	7	87	0.11462695893017345
TCGA-D8-A141-01	9	11	3	0.096137762
TCGA-D8-A143-01	20	40	50	0.5568157832047383
TCGA-D8-A145-01	4	4	7	0.055199181
TCGA-D8-A147-01	11	30	76	0.35703334383680524
TCGA-D8-A1J8-01	19	17	29	0.5794259464336654
TCGA-D8-A1J9-01	10	14	64	0.23899761105786155
TCGA-D8-A1JA-01	6	10	53	0.20418102982282224
TCGA-D8-A1JB-01	8	10	29	0.4026415350911568
TCGA-D8-A1JC-01	14	12	47	0.2743593896753173
TCGA-D8-A1JD-01	18	58	18	0.090756471
TCGA-D8-A1JE-01	24	27	8	0.1854123287736084
TCGA-D8-A1JF-01	24	71	12	0.15775423882390965
TCGA-D8-A1JG-01	25	33	67	0.5109572359542413
